prod_code,prod_id,prod_desc,scan_code,prod_group_code,prod_group_desc,prod_group_status_code,prod_alt_status_code,prod_type_code,brand_name,class_name,unit_price_uom_qty,launch_date,carton_pack_qty,uom_type_code,prod_merch_l10_code,prod_merch_l10_id,prod_merch_l10_desc,prod_merch_l20_code,prod_merch_l20_id,prod_merch_l20_desc,prod_merch_l30_code,prod_merch_l30_id,prod_merch_l30_desc,prod_merch_l40_code,prod_merch_l40_id,prod_merch_l40_desc,prod_comml_l10_code,prod_comml_l10_id,prod_comml_l10_desc,prod_comml_l20_code,prod_comml_l20_id,prod_comml_l20_desc,prod_comml_l30_code,prod_comml_l30_id,prod_comml_l30_desc,prod_comml_l40_code,prod_comml_l40_id,prod_comml_l40_desc,prod_comml_l50_code,prod_comml_l50_id,prod_comml_l50_desc,prod_buyer_l10_code,prod_buyer_l10_id,prod_buyer_l10_desc,prod_buyer_l20_code,prod_buyer_l20_id,prod_buyer_l20_desc,prod_buyer_l30_code,prod_buyer_l30_id,prod_buyer_l30_desc,prod_buyer_l40_code,prod_buyer_l40_id,prod_buyer_l40_desc,prod_buyer_l50_code,prod_buyer_l50_id,prod_buyer_l50_desc,prod_buyer_l60_code,prod_buyer_l60_id,prod_buyer_l60_desc,prod_buyer_l70_code,prod_buyer_l70_id,prod_buyer_l70_desc,prod_hybrid_l10_code,prod_hybrid_l10_id,prod_hybrid_l10_desc,prod_hybrid_l20_code,prod_hybrid_l20_id,prod_hybrid_l20_desc,prod_hybrid_l30_code,prod_hybrid_l30_id,prod_hybrid_l30_desc,prod_hybrid_l40_code,prod_hybrid_l40_id,prod_hybrid_l40_desc,skeleton_flag,prod_group_id
8711700822886_72807411,66239468,VO5 GIVE ME TEXTURE SHAMPOO 500ML,8711700822886,72807411,VO5 GIVE ME TEXTURE SHAMPOO 500ML,Deleted,Deleted,Food,VO5,"Health, Beauty & Wellness",500.00,2013-01-06T00:00:00.000Z,1,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,35402399
5052910500731_73067777,66291724,TESCO RASPBERRY & POMEGRANATE SHAMPOO 500ML,5052910500731,73067777,TESCO RASPBERRY & POMEGRANATE SHAMPOO 500ML,Authorised,Authorised,Food,TESCO,"Health, Beauty & Wellness",500.00,2013-02-17T00:00:00.000Z,1,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,35428728
8717163011478_58391608,64903652,TIMOTEI SHAMPOO SOFT & SMOOTH 300ML,8717163011478,58391608,TIMOTEI SHAMPOO SOFT & SMOOTH 300ML,Deleted,Deleted,Food,TIMOTEI,"Baby, Beauty & Toiletries",300.00,2006-03-12T00:00:00.000Z,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34200587
5000358352078_50982932,63770730,COLET EARTH MOISTURISING SHAMPOO 400ML,5000358352078,50982932,COLET EARTH MOISTURISING SHAMPOO 400ML,Unauthorised,Unauthorised,Food,TESCO,"Baby, Beauty & Toiletries",1.00,2004-12-22T00:00:00.000Z,0,SNGL,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,33864466
5000174605877_50713152,63647625,RATIO CDU1 HERBAL ESSENCES P8,5000174605877,50713152,RATIO CDU1 HERBAL ESSENCES P8,Deleted,Deleted,Food,PANTENE,"Baby, Beauty & Toiletries",1.00,2004-09-12T00:00:00.000+01:00,0,SNGL,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,33909329
3600520432977_50384995,63677544,ELVIVE REGENIUM AGE-DEFYING S/POO 250ML,3600520432977,50384995,ELVIVE REGENIUM AGE-DEFYING S/POO 250ML,Deleted,Deleted,Food,ELVIVE,"Baby, Beauty & Toiletries",250.00,2004-10-17T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,33857590
5012583049630_57110013,63937374,SUPERSOFT SHAMPOO BALANCING 300ML,5012583049630,57110013,SUPERSOFT SHAMPOO BALANCING 300ML,Deleted,Deleted,Food,SUPERSOFT,"Baby, Beauty & Toiletries",600.00,2002-09-15T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34042038
5012254059593_59262630,63927452,ALBERTO BALSAM FREE ME FREESIA SHAMPOO 400ML,5012254059593,59262630,ALBERTO BALSAM FREE ME FREESIA SHAMPOO 400ML,Deleted,Deleted,Food,ALBERTO BALSAM,"Baby, Beauty & Toiletries",400.00,2006-07-17T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34325113
8001841272092_86506786,82052252,PANTENE HARD WATER SHIELD SHAMPOO 500ML,8001841272092,86506786,PANTENE HARD WATER SHIELD SHAMPOO 500ML,Authorised,Authorised,Food,PANTENE,"Health, Beauty & Wellness",500.00,2019-04-01T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,40682688
3600521099698_61277472,63653780,ELVIVE ANTI- DANDRUFF INTENSE2IN1 SPOO 400ML,3600521099698,61277472,ELVIVE ANTI- DANDRUFF INTENSE2IN1 SPOO 400ML,Deleted,Deleted,Food,ELVIVE,"Baby, Beauty & Toiletries",400.00,2007-08-05T00:00:00.000+01:00,0,ML,N55GE,662440,2IN1 SHAMPOO/CONDITIONER,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GE,646580,2IN1 SHAMPOO/CONDITIONER,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GE,506,2IN1 SHAMPOO/CONDITIONER,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GE,553672,2IN1 SHAMPOO/CONDITIONER,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34503509
3600541938991_82028442,81424659,GARNIER ULT/B C/NUT OIL F/HAIRS/POO 600 ML,3600541938991,82028442,GARNIER ULT/B C/NUT OIL F/HAIRS/POO 600 ML,Authorised,Authorised,Food,ULTIMATE BLENDS,"Health, Beauty & Wellness",600.00,2016-10-16T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,40278233
5000174206074_56465090,63646370,HEAD & SHOULDERSCLASSIC CLEAN 2 IN 1 500ML,5000174206074,56465090,HEAD & SHOULDERSCLASSIC CLEAN 2 IN 1 500ML,Deleted,Deleted,Food,HEAD & SHOULDERS,"Baby, Beauty & Toiletries",500.00,2002-03-31T00:00:00.000Z,0,ML,N55GE,662440,2IN1 SHAMPOO/CONDITIONER,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GE,646580,2IN1 SHAMPOO/CONDITIONER,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GE,506,2IN1 SHAMPOO/CONDITIONER,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GE,553672,2IN1 SHAMPOO/CONDITIONER,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,33956563
3600523523993_84461040,81788414,L'OREAL ELVIVE FINE HAIR THKNG SHAMPOO 300ML,3600523523993,84461040,L'OREAL ELVIVE FINE HAIR THKNG SHAMPOO 300ML,Authorised,Authorised,Food,ELVIVE,"Health, Beauty & Wellness",300.00,2018-03-04T00:00:00.000Z,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,40500316
5000346013097_53958341,63648161,CLAIROL DAILY DEFENSE S/POO D/D 300ML,5000346013097,53958341,CLAIROL DAILY DEFENSE S/POO D/D 300ML,Deleted,Deleted,Food,DAILY DEFENSE,"Baby, Beauty & Toiletries",300.00,2002-12-22T00:00:00.000Z,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34097108
3574660094909_57049852,63701248,NEUTROGENA CLEANREVIVING SHAMPOO 175ML,3574660094909,57049852,NEUTROGENA CLEANREVIVING SHAMPOO 175ML,Deleted,Deleted,Food,NEUTROGENA,"Baby, Beauty & Toiletries",175.00,2002-09-15T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34079059
5051277335796_59911554,64261917,PRO-VITAMIN B5 DRY/DAMAGED SHAMPOO 300ML,5051277335796,59911554,PRO-VITAMIN B5 DRY/DAMAGED SHAMPOO 300ML,Authorised,Authorised,Food,TESCO,"Health, Beauty & Wellness",300.00,2009-04-19T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34454286
8001841271583_86562401,82057675,PANTENE REPAIR & PROTECTSHAMPOO 270ML,8001841271583,86562401,PANTENE REPAIR & PROTECTSHAMPOO 270ML,Authorised,Authorised,Food,PANTENE,"Health, Beauty & Wellness",270.00,2019-04-01T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,40689201
4015600733728_74802004,66718723,HEAD & SHOULDERSTHICK & STRONG 2IN 1 S/POO 225ML,4015600733728,74802004,HEAD & SHOULDERSTHICK & STRONG 2IN 1 S/POO 225ML,Deleted,Deleted,Food,HEAD & SHOULDERS,"Health, Beauty & Wellness",225.00,2013-09-01T00:00:00.000+01:00,1,ML,N55GE,662440,2IN1 SHAMPOO/CONDITIONER,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GE,646580,2IN1 SHAMPOO/CONDITIONER,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GE,506,2IN1 SHAMPOO/CONDITIONER,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GE,553672,2IN1 SHAMPOO/CONDITIONER,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,35715302
5012254068953_70626305,65627635,TRESEMME S/REMEDY SHAMPOO 500ML,5012254068953,70626305,TRESEMME S/REMEDY SHAMPOO 500ML,Authorised,Authorised,Food,TRESEMME,"Health, Beauty & Wellness",500.00,2011-09-18T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,35095419
8413300713501_51026028,64949110,TIMOTEI SHAMPOO NORMAL/HERBS 500ML,8413300713501,51026028,TIMOTEI SHAMPOO NORMAL/HERBS 500ML,Deleted,Deleted,Food,TIMOTEI,"Baby, Beauty & Toiletries",500.00,2005-02-27T00:00:00.000Z,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,33925594
3574660055863_55952534,63673195,NEUTROGENA CLEANCOLOUR DEFENDINGSHAMPOO 300ML,3574660055863,55952534,NEUTROGENA CLEANCOLOUR DEFENDINGSHAMPOO 300ML,Deleted,Deleted,Food,NEUTROGENA,"Baby, Beauty & Toiletries",300.00,2001-09-16T00:00:00.000+01:00,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34056068
4015600736651_74177743,66573637,PANTENE COLOUR STRENGTH SHINE SHAMPOO 400ML,4015600736651,74177743,PANTENE COLOUR STRENGTH SHINE SHAMPOO 400ML,Authorised,Authorised,Food,PANTENE,"Health, Beauty & Wellness",400.00,2013-07-07T00:00:00.000+01:00,1,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,35642210
4015600324964_72863544,66234471,HEAD & SHOULDERSDRY SCALP CARE 2IN 1 S/POO 225ML,4015600324964,72863544,HEAD & SHOULDERSDRY SCALP CARE 2IN 1 S/POO 225ML,Deleted,Deleted,Food,HEAD & SHOULDERS,"Health, Beauty & Wellness",225.00,2012-11-11T00:00:00.000Z,1,ML,N55GE,662440,2IN1 SHAMPOO/CONDITIONER,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GE,646580,2IN1 SHAMPOO/CONDITIONER,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GE,506,2IN1 SHAMPOO/CONDITIONER,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GE,553672,2IN1 SHAMPOO/CONDITIONER,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,35397560
5000174912821_60359129,63682319,FRUIT FUSIONS CITRUS LIFT SHAMPOO 250ML,5000174912821,60359129,FRUIT FUSIONS CITRUS LIFT SHAMPOO 250ML,Deleted,Deleted,Food,HERBAL ESSENCES,"Baby, Beauty & Toiletries",250.00,2007-02-04T00:00:00.000Z,0,ML,N55GA,661016,SHAMPOO,N3E,373137,SHAMPOO & CONDITIONERS,N3,140413,HEALTH & BEAUTY,N,110164,NON FOOD GROCERY,N55GA,645185,SHAMPOO,N55G,334308,HAIRCARE,N55,231241,TOILETRIES,N5,160345,HEALTH & BEAUTY,N,130113,NON FOODS GROCERY,N55GA,4263,SHAMPOO,HAIRCAR E.,7017,HAIRCAR E.,HAIRCAR E.,7054,HAIRCAR E.,TOILETRIE S.,6598,TOILETRIE S.,HB&WELLNES S.,6650,HB&WELLNES S.,PACKAGE D.,6696,PACKAGE D.,BRASHER R.,6702,BRASHER R.,N55GA,552248,SHAMPOO,N3E,293176,SHAMPOO & CONDITIONERS,51,2400341,"Health, Beauty & Wellness",G,130036,Grocery,N,34490044
